tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
CUFF.1	-	-	CUFF.1	-	-	chr1:3047564-3048060	-	-	2.02719	0.798155	2.53958	OK
CUFF.2	-	-	CUFF.2	-	-	chr1:4683464-4683646	-	-	16.5614	0.988723	4.74587	OK
CUFF.3	-	-	CUFF.3	-	-	chr1:4678663-4679318	-	-	6.24741	3.68137	6.42866	OK
CUFF.4	-	-	CUFF.4	-	-	chr1:4761260-4762230	-	-	15.7974	11.6502	15.1379	OK
CUFF.5	-	-	CUFF.5	-	-	chr1:4847435-4848060	-	-	4.82191	2.64883	5.12491	OK
CUFF.8	-	-	CUFF.8	-	-	chr1:4888195-4888796	-	-	1.0466	0.359296	1.61683	OK
CUFF.9	-	-	CUFF.9	-	-	chr1:4869368-4871018	-	-	13.8941	11.473	14.2867	OK
CUFF.10	-	-	CUFF.10	-	-	chr1:4891478-4892160	-	-	0.729105	0.263853	1.16095	OK
CUFF.7	-	-	CUFF.7	-	-	chr1:4797743-4836746	-	-	7.72291	6.98952	8.47125	OK
CUFF.6	-	-	CUFF.6	-	-	chr1:4764559-4775805	-	-	19.0895	16.8191	21.3628	OK
CUFF.11	-	-	CUFF.11	-	-	chr1:4892378-4897842	-	-	5.37563	4.89389	5.83578	OK
CUFF.12	-	-	CUFF.12	-	-	chr1:5042599-5044422	-	-	0.990774	0.671225	1.30297	OK
CUFF.13	-	-	CUFF.13	-	-	chr1:5044488-5045344	-	-	0.862529	0.420438	1.30336	OK
CUFF.14	-	-	CUFF.14	-	-	chr1:4876840-4887970	-	-	2.28483	2.01876	2.55586	OK
CUFF.16	-	-	CUFF.16	-	-	chr1:4877147-4880813	-	-	1.17877	0.952101	1.40745	OK
CUFF.15	-	-	CUFF.15	-	-	chr1:5019352-5041234	-	-	0.559019	0.412487	0.701228	OK
CUFF.17	-	-	CUFF.17	-	-	chr1:5073178-5152288	-	-	26.7051	24.3977	29.0133	OK
CUFF.18	-	-	CUFF.18	-	-	chr1:6153877-6157024	-	-	0.92669	0.589712	1.25779	OK
CUFF.19	-	-	CUFF.19	-	-	chr1:4897922-5011598	-	-	28.6026	27.1891	30.0427	OK
CUFF.20	-	-	CUFF.20	-	-	chr1:7078310-7078820	-	-	1.45383	0.564541	2.04646	OK
CUFF.21	-	-	CUFF.21	-	-	chr1:7167756-7168751	-	-	2.5953	1.70001	3.21916	OK
CUFF.23	-	-	CUFF.23	-	-	chr1:8781799-8782278	-	-	4.26751	1.87837	4.28268	OK
CUFF.28	-	-	CUFF.28	-	-	chr1:7079033-7163690	-	-	16.0114	15.1788	16.9409	OK
CUFF.29	-	-	CUFF.29	-	-	chr1:7144062-7146583	-	-	5.69933	4.92518	6.38132	OK
CUFF.30	-	-	CUFF.30	-	-	chr1:7138024-7139451	-	-	3.71922	2.77424	4.36313	OK
CUFF.31	-	-	CUFF.31	-	-	chr1:7139554-7140318	-	-	5.37708	3.34458	5.74702	OK
CUFF.33	-	-	CUFF.33	-	-	chr1:7140417-7141091	-	-	5.55836	3.25721	5.76687	OK
CUFF.35	-	-	CUFF.35	-	-	chr1:7141403-7143940	-	-	6.35936	5.419	6.88014	OK
CUFF.37	-	-	CUFF.37	-	-	chr1:7147536-7150639	-	-	4.37118	3.75785	4.88288	OK
CUFF.22	-	-	CUFF.22	-	-	chr1:6202786-6224169	-	-	1.44458	1.11906	1.76839	OK
CUFF.24	-	-	CUFF.24	-	-	chr1:6224311-6228542	-	-	5.72001	2.04818	4.87663	OK
CUFF.25	-	-	CUFF.25	-	-	chr1:6230042-6237897	-	-	7.7302	6.64123	8.81923	OK
CUFF.26	-	-	CUFF.26	-	-	chr1:6238141-6265652	-	-	10.9128	10.2937	11.534	OK
CUFF.27	-	-	CUFF.27	-	-	chr1:6245301-6245743	-	-	2.54821	0.895667	2.84985	OK
CUFF.32	-	-	CUFF.32	-	-	chr1:6247999-6248695	-	-	2.62329	1.39614	3.20596	OK
CUFF.34	-	-	CUFF.34	-	-	chr1:6248763-6249405	-	-	2.6975	1.40146	3.25139	OK
CUFF.36	-	-	CUFF.36	-	-	chr1:6261560-6262716	-	-	1.63655	1.02738	2.1793	OK
CUFF.40	-	-	CUFF.40	-	-	chr1:9889511-9890544	-	-	2.25837	1.42843	2.82202	OK
CUFF.38	-	-	CUFF.38	-	-	chr1:9657609-9658733	-	-	1.34632	0.800479	1.82509	OK
CUFF.39	-	-	CUFF.39	-	-	chr1:9658882-9680213	-	-	1.54206	1.22574	1.86195	OK
