tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
CUFF.1	-	-	CUFF.1	-	-	chr1:3200537-3200871	-	-	6.07118	1.90918	5.34571	OK
CUFF.3	-	-	CUFF.3	-	-	chr1:3498570-3498834	-	-	4.49287	0.805134	3.86465	OK
CUFF.2	-	-	CUFF.2	-	-	chr1:3316815-3358819	-	-	2.11572	0.857079	2.65694	OK
CUFF.4	-	-	CUFF.4	-	-	chr1:4481521-4483497	-	-	1.30289	0.899611	1.67514	OK
CUFF.5	-	-	CUFF.5	-	-	chr1:4761260-4762230	-	-	10.0123	7.23127	10.4744	OK
CUFF.6	-	-	CUFF.6	-	-	chr1:4678681-4679319	-	-	12.2929	7.66266	12.4601	OK
CUFF.7	-	-	CUFF.7	-	-	chr1:4847883-4848059	-	-	33.5734	2.89848	8.21237	OK
CUFF.9	-	-	CUFF.9	-	-	chr1:4797968-4836677	-	-	3.88212	3.3018	4.46244	OK
CUFF.8	-	-	CUFF.8	-	-	chr1:4766483-4767728	-	-	11.9905	6.67799	11.0757	OK
CUFF.10	-	-	CUFF.10	-	-	chr1:4772645-4775814	-	-	11.9794	6.39858	11.0441	OK
CUFF.11	-	-	CUFF.11	-	-	chr1:4900382-4902423	-	-	1.96778	0.545014	2.61607	OK
CUFF.12	-	-	CUFF.12	-	-	chr1:4882005-4883610	-	-	11.4439	2.80112	6.92041	OK
CUFF.13	-	-	CUFF.13	-	-	chr1:6238604-6239032	-	-	2.17813	0.7946	2.88042	OK
CUFF.14	-	-	CUFF.14	-	-	chr1:6239099-6240051	-	-	0.601525	0.267927	0.89309	OK
CUFF.15	-	-	CUFF.15	-	-	chr1:6224065-6228449	-	-	2.46271	0.669466	3.0126	OK
CUFF.16	-	-	CUFF.16	-	-	chr1:6241554-6241849	-	-	4.47326	1.15284	4.17906	OK
CUFF.17	-	-	CUFF.17	-	-	chr1:6430716-6430876	-	-	36.0551	1.59417	7.17375	OK
CUFF.18	-	-	CUFF.18	-	-	chr1:6906627-6906733	-	-	8589.26	4.41153	14.0367	OK
CUFF.19	-	-	CUFF.19	-	-	chr1:5073181-5152356	-	-	26.184	24.2579	28.1139	OK
CUFF.20	-	-	CUFF.20	-	-	chr1:7079234-7110670	-	-	2.39008	0.926168	2.87112	OK
CUFF.22	-	-	CUFF.22	-	-	chr1:7161085-7161910	-	-	1.30724	0.669872	1.85503	OK
CUFF.23	-	-	CUFF.23	-	-	chr1:7162095-7163100	-	-	1.25425	0.719093	1.73428	OK
CUFF.21	-	-	CUFF.21	-	-	chr1:7150954-7160016	-	-	1.51719	0.751897	2.08218	OK
CUFF.24	-	-	CUFF.24	-	-	chr1:7168048-7168758	-	-	6.67445	4.19123	7.18497	OK
CUFF.25	-	-	CUFF.25	-	-	chr1:8781791-8782282	-	-	6.11145	3.03032	6.49355	OK
CUFF.26	-	-	CUFF.26	-	-	chr1:9535511-9537508	-	-	9.77404	8.21697	10.4522	OK
CUFF.27	-	-	CUFF.27	-	-	chr1:9714801-9715437	-	-	1.0135	0.401048	1.53735	OK
