tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
CUFF.1	-	-	CUFF.1	-	-	chr1:3190765-3192012	-	-	0.738395	0.420171	1.05043	OK
CUFF.2	-	-	CUFF.2	-	-	chr1:3192730-3194356	-	-	0.544508	0.322234	0.759552	OK
CUFF.3	-	-	CUFF.3	-	-	chr1:3661196-3661605	-	-	1.97754	0.549025	2.47061	OK
CUFF.4	-	-	CUFF.4	-	-	chr1:3195826-3197151	-	-	1.01559	0.6214	1.38403	OK
CUFF.5	-	-	CUFF.5	-	-	chr1:3204156-3206007	-	-	0.762692	0.505473	1.03116	OK
CUFF.7	-	-	CUFF.7	-	-	chr1:4683464-4683633	-	-	24.9404	1.32871	5.09337	OK
CUFF.8	-	-	CUFF.8	-	-	chr1:4678681-4679318	-	-	6.28719	3.70139	6.46275	OK
CUFF.9	-	-	CUFF.9	-	-	chr1:4761260-4762230	-	-	20.4624	15.3173	19.4843	OK
CUFF.10	-	-	CUFF.10	-	-	chr1:4847805-4848058	-	-	27.5882	6.80458	12.7216	OK
CUFF.13	-	-	CUFF.13	-	-	chr1:4869368-4870818	-	-	8.52452	6.73654	9.05948	OK
CUFF.12	-	-	CUFF.12	-	-	chr1:4764518-4775814	-	-	24.8768	22.4161	27.3708	OK
CUFF.11	-	-	CUFF.11	-	-	chr1:4797941-4822453	-	-	4.2455	1.24751	3.85593	OK
CUFF.15	-	-	CUFF.15	-	-	chr1:4827080-4836801	-	-	2.40404	1.93976	2.85144	OK
CUFF.16	-	-	CUFF.16	-	-	chr1:4835028-4836801	-	-	0.366283	0.141194	0.61184	OK
CUFF.6	-	-	CUFF.6	-	-	chr1:3206139-3661144	-	-	2.29739	1.7318	2.86589	OK
CUFF.14	-	-	CUFF.14	-	-	chr1:3522569-3522705	-	-	129.747	1.65111	7.43001	OK
CUFF.17	-	-	CUFF.17	-	-	chr1:4878791-4879973	-	-	1.01111	0.60159	1.39316	OK
CUFF.18	-	-	CUFF.18	-	-	chr1:4880117-4884826	-	-	1.51849	1.23563	1.80336	OK
CUFF.19	-	-	CUFF.19	-	-	chr1:4885373-4885760	-	-	1.82205	0.48353	2.32094	OK
CUFF.20	-	-	CUFF.20	-	-	chr1:4900042-4907058	-	-	1.70446	1.03039	2.31838	OK
CUFF.21	-	-	CUFF.21	-	-	chr1:6430255-6430618	-	-	2.05785	0.515499	2.47439	OK
CUFF.22	-	-	CUFF.22	-	-	chr1:6430734-6430902	-	-	30.4574	1.78215	6.4603	OK
CUFF.24	-	-	CUFF.24	-	-	chr1:7167756-7168751	-	-	8.15726	5.86767	8.72628	OK
CUFF.27	-	-	CUFF.27	-	-	chr1:5073143-5152385	-	-	53.5179	50.6283	56.4662	OK
CUFF.28	-	-	CUFF.28	-	-	chr1:7079060-7163587	-	-	6.54885	6.04143	7.06328	OK
CUFF.23	-	-	CUFF.23	-	-	chr1:6204370-6228525	-	-	1.57067	1.06229	2.04286	OK
CUFF.25	-	-	CUFF.25	-	-	chr1:6230033-6237890	-	-	4.80312	3.67535	5.93287	OK
CUFF.26	-	-	CUFF.26	-	-	chr1:6238151-6265555	-	-	6.31884	5.63647	7.0013	OK
CUFF.29	-	-	CUFF.29	-	-	chr1:8352924-8404381	-	-	1.9808	1.18007	2.65517	OK
CUFF.30	-	-	CUFF.30	-	-	chr1:6477347-6848608	-	-	8.58807	7.85836	9.33693	OK
CUFF.31	-	-	CUFF.31	-	-	chr1:9535471-9537530	-	-	14.3807	12.3236	15.1773	OK
CUFF.35	-	-	CUFF.35	-	-	chr1:9658957-9660035	-	-	0.459782	0.208304	0.694345	OK
CUFF.36	-	-	CUFF.36	-	-	chr1:9661774-9668376	-	-	0.644088	0.319192	0.997474	OK
CUFF.32	-	-	CUFF.32	-	-	chr1:8435123-9289339	-	-	5.75463	4.98556	6.5242	OK
CUFF.33	-	-	CUFF.33	-	-	chr1:8781991-8782241	-	-	9.96197	1.94611	5.68863	OK
CUFF.37	-	-	CUFF.37	-	-	chr1:9671871-9682867	-	-	1.43844	0.616475	2.26697	OK
CUFF.34	-	-	CUFF.34	-	-	chr1:9538168-9566784	-	-	4.74835	3.69332	5.77055	OK
CUFF.38	-	-	CUFF.38	-	-	chr1:9772308-9772426	-	-	3566.55	15.541	31.082	OK
