tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
CUFF.1	-	-	CUFF.1	-	-	chr1:3665368-3666133	-	-	0.556381	0.227613	0.872518	OK
CUFF.2	-	-	CUFF.2	-	-	chr1:4481551-4482415	-	-	0.603917	0.26871	0.906897	OK
CUFF.3	-	-	CUFF.3	-	-	chr1:4678679-4679319	-	-	6.98422	4.12638	6.62035	OK
CUFF.4	-	-	CUFF.4	-	-	chr1:4761260-4762230	-	-	19.7084	14.6599	18.2202	OK
CUFF.5	-	-	CUFF.5	-	-	chr1:4766577-4775821	-	-	16.3454	11.9181	15.111	OK
CUFF.6	-	-	CUFF.6	-	-	chr1:4891802-4892369	-	-	0.84949	0.307097	1.17721	OK
CUFF.7	-	-	CUFF.7	-	-	chr1:4893396-4894009	-	-	0.983638	0.426079	1.42026	OK
CUFF.8	-	-	CUFF.8	-	-	chr1:4894387-4897842	-	-	0.755804	0.587974	0.915559	OK
CUFF.9	-	-	CUFF.9	-	-	chr1:4797880-4836812	-	-	7.17189	6.51311	7.83236	OK
CUFF.10	-	-	CUFF.10	-	-	chr1:4897958-5011732	-	-	1.98744	1.72479	2.25112	OK
CUFF.15	-	-	CUFF.15	-	-	chr1:5592377-5593223	-	-	0.443228	0.171517	0.686069	OK
CUFF.16	-	-	CUFF.16	-	-	chr1:5594105-5595447	-	-	0.756563	0.454124	1.038	OK
CUFF.21	-	-	CUFF.21	-	-	chr1:5073181-5152277	-	-	42.5196	40.3651	45.0214	OK
CUFF.11	-	-	CUFF.11	-	-	chr1:3189822-3661637	-	-	10.5454	10.1838	11.0219	OK
CUFF.13	-	-	CUFF.13	-	-	chr1:3199717-3200069	-	-	2.31791	0.659562	2.39091	OK
CUFF.14	-	-	CUFF.14	-	-	chr1:3200176-3200801	-	-	1.80642	0.88223	2.18236	OK
CUFF.17	-	-	CUFF.17	-	-	chr1:3618678-3618935	-	-	4.64783	0.677526	3.04887	OK
CUFF.18	-	-	CUFF.18	-	-	chr1:3649268-3649733	-	-	2.75344	1.12338	2.74605	OK
CUFF.19	-	-	CUFF.19	-	-	chr1:3649925-3650495	-	-	2.14522	1.01827	2.69842	OK
CUFF.20	-	-	CUFF.20	-	-	chr1:3652382-3652732	-	-	2.34577	0.663331	2.40457	OK
CUFF.23	-	-	CUFF.23	-	-	chr1:5906341-5907199	-	-	0.478776	0.202942	0.744121	OK
