tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
CUFF.1.1	-	-	CUFF.1	-	-	chr1:4678680-4679271	591	17.1351	3.53801	1.78755	3.86342	OK
CUFF.2.1	-	-	CUFF.2	-	-	chr1:4761260-4762429	1169	73.8714	14.2954	10.9612	13.9347	OK
CUFF.3.1	-	-	CUFF.3	-	-	chr1:4889618-4891136	1518	2.67432	0.464067	0.246948	0.673495	OK
CUFF.4.1	-	-	CUFF.4	-	-	chr1:4764468-4775804	725	17.0349	2.96439	1.8688	4.12426	OK
CUFF.4.2	-	-	CUFF.4	-	-	chr1:4766512-4775804	966	71.4821	12.4392	10.8014	14.0329	OK
CUFF.5.1	-	-	CUFF.5	-	-	chr1:4895412-4897122	1710	2.46857	0.427721	0.23915	0.597874	OK
CUFF.7.1	-	-	CUFF.7	-	-	chr1:4898297-4899520	1223	2.7541	0.464636	0.22292	0.696624	OK
CUFF.6.1	-	-	CUFF.6	-	-	chr1:4797929-4836810	2471	23.5897	4.28701	3.7452	4.8388	OK
CUFF.9.1	-	-	CUFF.9	-	-	chr1:3194474-3309380	6563	6.75212	1.23478	1.03851	1.42796	OK
CUFF.9.2	-	-	CUFF.9	-	-	chr1:3194474-3661611	7633	6.43473	1.17674	0.989807	1.36557	OK
CUFF.9.3	-	-	CUFF.9	-	-	chr1:3313052-3661611	1968	10.5544	1.93013	1.50023	2.36574	OK
CUFF.10.1	-	-	CUFF.10	-	-	chr1:3189934-3194405	4471	11.4721	2.09794	1.82933	2.36288	OK
CUFF.11.1	-	-	CUFF.11	-	-	chr1:4847793-4848061	268	129.347	25.8628	6.35799	11.953	OK
CUFF.12.1	-	-	CUFF.12	-	-	chr1:4869314-4871255	1941	30.2931	5.3239	4.31911	6.03973	OK
CUFF.13.1	-	-	CUFF.13	-	-	chr1:4876858-4879978	492	6.52872	1.23912	0.345058	2.07035	OK
CUFF.14.1	-	-	CUFF.14	-	-	chr1:4877857-4879978	2121	4.03236	0.765324	0.531145	1.00918	OK
CUFF.15.1	-	-	CUFF.15	-	-	chr1:4880122-4887933	6464	17.6897	3.09371	2.79421	3.38996	OK
CUFF.8.1	-	-	CUFF.8	-	-	chr1:4900016-5009657	1455	8.90587	1.67845	1.2453	2.1116	OK
CUFF.16.1	-	-	CUFF.16	-	-	chr1:5903875-5905720	1845	4.04286	0.682059	0.443302	0.905074	OK
CUFF.17.1	-	-	CUFF.17	-	-	chr1:5905853-5907436	1583	4.4425	0.786341	0.495144	1.0764	OK
CUFF.18.1	-	-	CUFF.18	-	-	chr1:6154037-6157019	1305	4.09891	0.799083	0.491744	1.10642	OK
CUFF.20.1	-	-	CUFF.20	-	-	chr1:6203310-6204680	1370	4.21611	0.783867	0.472626	1.0945	OK
CUFF.19.1	-	-	CUFF.19	-	-	chr1:5073183-5152282	1644	116.219	20.2714	18.2889	22.2668	OK
CUFF.19.2	-	-	CUFF.19	-	-	chr1:5073183-5152282	1698	208.306	36.3334	33.8557	38.8252	OK
CUFF.21.1	-	-	CUFF.21	-	-	chr1:6265711-6266386	675	6.32773	1.1387	0.504871	1.5651	OK
CUFF.22.1	-	-	CUFF.22	-	-	chr1:6370486-6371232	746	6.42923	1.17763	0.548185	1.69024	OK
CUFF.23.1	-	-	CUFF.23	-	-	chr1:6430616-6431291	675	9.91345	1.99273	1.00974	2.67582	OK
CUFF.25.1	-	-	CUFF.25	-	-	chr1:6853162-6855539	2377	2.68613	0.468796	0.301075	0.630824	OK
CUFF.24.1	-	-	CUFF.24	-	-	chr1:6851112-6852832	1720	3.91054	0.670917	0.416079	0.91141	OK
CUFF.26.1	-	-	CUFF.26	-	-	chr1:7167753-7168763	1010	29.4337	5.24827	3.64407	5.7023	OK
CUFF.28.1	-	-	CUFF.28	-	-	chr1:7339801-7340852	1051	2.24489	0.398661	0.162126	0.616078	OK
CUFF.27.1	-	-	CUFF.27	-	-	chr1:6204733-6220159	535	22.8576	4.72389	2.29315	5.1596	OK
CUFF.29.1	-	-	CUFF.29	-	-	chr1:6223827-6231981	2662	10.7084	1.94868	1.56184	2.32996	OK
CUFF.30.1	-	-	CUFF.30	-	-	chr1:6233463-6237890	1513	19.332	3.42902	2.56774	4.09937	OK
CUFF.31.1	-	-	CUFF.31	-	-	chr1:6238146-6241905	3676	25.1928	4.42227	3.90293	4.94124	OK
CUFF.31.2	-	-	CUFF.31	-	-	chr1:6238146-6265499	4120	28.2483	4.95863	4.45545	5.4716	OK
CUFF.32.1	-	-	CUFF.32	-	-	chr1:6247608-6248084	476	8.64447	1.45838	0.429565	1.93304	OK
CUFF.33.1	-	-	CUFF.33	-	-	chr1:6249228-6250054	826	8.49909	1.46091	0.783895	1.93911	OK
CUFF.34.1	-	-	CUFF.34	-	-	chr1:7079021-7163709	5211	61.8072	10.787	10.0643	11.5118	OK
CUFF.34.2	-	-	CUFF.34	-	-	chr1:7079021-7163709	5403	20.8898	3.64583	3.20052	4.09064	OK
CUFF.34.3	-	-	CUFF.34	-	-	chr1:7079021-7163709	4789	21.2535	3.7093	3.2648	4.1552	OK
CUFF.35.1	-	-	CUFF.35	-	-	chr1:7138237-7138602	365	28.2512	4.96477	1.58723	4.29487	OK
CUFF.36.1	-	-	CUFF.36	-	-	chr1:7140765-7141075	310	31.2277	5.6955	1.42911	3.95754	OK
CUFF.37.1	-	-	CUFF.37	-	-	chr1:7141928-7142712	784	23.1954	4.11614	2.52114	4.69453	OK
CUFF.38.1	-	-	CUFF.38	-	-	chr1:7142774-7143835	1061	23.0068	4.01932	2.76228	4.56097	OK
CUFF.39.1	-	-	CUFF.39	-	-	chr1:7144062-7144351	289	44.1799	7.79225	1.7688	4.95263	OK
CUFF.40.1	-	-	CUFF.40	-	-	chr1:7144448-7144824	376	22.7257	3.9275	1.26889	3.44414	OK
CUFF.41.1	-	-	CUFF.41	-	-	chr1:7145708-7146038	330	22.6416	3.94302	1.03269	3.20134	OK
CUFF.43.1	-	-	CUFF.43	-	-	chr1:9657516-9658882	1366	7.425	1.34004	0.873176	1.7713	OK
CUFF.44.1	-	-	CUFF.44	-	-	chr1:6477287-6848556	3478	38.4637	7.02552	6.30314	7.74653	OK
CUFF.44.2	-	-	CUFF.44	-	-	chr1:6477287-6848556	3379	31.5165	5.75659	5.06445	6.45637	OK
