tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
CUFF.1	-	-	CUFF.1	-	-	chr1:3661239-3661633	-	-	2.96835	0.94259	2.99915	OK
CUFF.4	-	-	CUFF.4	-	-	chr1:4678682-4679318	-	-	5.00891	2.81349	5.14921	OK
CUFF.2	-	-	CUFF.2	-	-	chr1:4481023-4486506	-	-	5.42901	4.24518	6.61896	OK
CUFF.3	-	-	CUFF.3	-	-	chr1:4484462-4485027	-	-	0.90279	0.298777	1.43413	OK
CUFF.5	-	-	CUFF.5	-	-	chr1:4761161-4762230	-	-	12.5574	9.38005	12.1909	OK
CUFF.6	-	-	CUFF.6	-	-	chr1:4888342-4889975	-	-	0.491736	0.289446	0.682266	OK
CUFF.8	-	-	CUFF.8	-	-	chr1:4892492-4893752	-	-	1.48462	0.964624	1.98284	OK
CUFF.7	-	-	CUFF.7	-	-	chr1:4766594-4775972	-	-	13.1192	11.5389	14.6964	OK
CUFF.9	-	-	CUFF.9	-	-	chr1:4797922-4836810	-	-	11.1244	10.2164	12.0323	OK
CUFF.10	-	-	CUFF.10	-	-	chr1:4900462-5010918	-	-	9.98851	8.41143	10.4521	OK
CUFF.13	-	-	CUFF.13	-	-	chr1:5588721-5596207	-	-	0.8894	0.711286	1.06693	OK
CUFF.17	-	-	CUFF.17	-	-	chr1:5903936-5905607	-	-	0.570368	0.343478	0.787978	OK
CUFF.19	-	-	CUFF.19	-	-	chr1:5905847-5907154	-	-	0.393344	0.180821	0.594126	OK
CUFF.18	-	-	CUFF.18	-	-	chr1:5073195-5152296	-	-	37.3967	35.0823	39.7986	OK
CUFF.14	-	-	CUFF.14	-	-	chr1:4876830-4887941	-	-	3.4786	3.16499	3.7964	OK
CUFF.20	-	-	CUFF.20	-	-	chr1:4869368-4870825	-	-	32.2217	26.7175	31.3519	OK
CUFF.21	-	-	CUFF.21	-	-	chr1:6201820-6202565	-	-	0.792491	0.362543	1.13295	OK
CUFF.22	-	-	CUFF.22	-	-	chr1:6200084-6201726	-	-	0.977371	0.637404	1.31593	OK
CUFF.23	-	-	CUFF.23	-	-	chr1:6202773-6203571	-	-	0.556366	0.21154	0.88847	OK
CUFF.25	-	-	CUFF.25	-	-	chr1:6418403-6419036	-	-	1.22252	0.533363	1.65342	OK
CUFF.27	-	-	CUFF.27	-	-	chr1:6370863-6371228	-	-	2.8667	0.832484	2.77495	OK
CUFF.26	-	-	CUFF.26	-	-	chr1:6419154-6420441	-	-	0.631594	0.341029	0.918154	OK
CUFF.29	-	-	CUFF.29	-	-	chr1:6427155-6431318	-	-	0.670109	0.519039	0.827218	OK
CUFF.30	-	-	CUFF.30	-	-	chr1:7167757-7168933	-	-	4.23954	3.01445	4.67958	OK
CUFF.31	-	-	CUFF.31	-	-	chr1:6204707-6237888	-	-	5.2133	4.34293	5.62202	OK
CUFF.33	-	-	CUFF.33	-	-	chr1:6238152-6266450	-	-	11.4906	10.7114	12.2742	OK
CUFF.34	-	-	CUFF.34	-	-	chr1:6261914-6262357	-	-	2.27049	0.83833	2.5912	OK
CUFF.32	-	-	CUFF.32	-	-	chr1:6477553-6793185	-	-	2.4273	1.59317	3.81221	OK
CUFF.37	-	-	CUFF.37	-	-	chr1:6800652-6851070	-	-	1.78448	1.5093	2.05965	OK
CUFF.35	-	-	CUFF.35	-	-	chr1:7339505-7387951	-	-	0.819192	0.472033	7.19259	OK
CUFF.36	-	-	CUFF.36	-	-	chr1:7339505-7343637	-	-	0.49685	0.343175	0.645495	OK
CUFF.40	-	-	CUFF.40	-	-	chr1:7078983-7163690	-	-	14.9411	14.1317	15.8138	OK
CUFF.41	-	-	CUFF.41	-	-	chr1:7141718-7142531	-	-	2.76902	1.6611	3.23914	OK
CUFF.42	-	-	CUFF.42	-	-	chr1:7143213-7143520	-	-	4.15125	0.989761	3.2992	OK
CUFF.43	-	-	CUFF.43	-	-	chr1:7149661-7150089	-	-	3.82991	1.49877	3.70749	OK
CUFF.11	-	-	CUFF.11	-	-	chr1:3189821-3661184	-	-	6.04759	5.7293	6.38614	OK
CUFF.12	-	-	CUFF.12	-	-	chr1:3200486-3200833	-	-	2.11754	0.486482	2.33511	OK
CUFF.15	-	-	CUFF.15	-	-	chr1:3276980-3277348	-	-	2.44453	0.733953	2.66058	OK
CUFF.16	-	-	CUFF.16	-	-	chr1:3277721-3278415	-	-	2.75286	1.50809	3.25943	OK
CUFF.39	-	-	CUFF.39	-	-	chr1:3634722-3639644	-	-	1.4844	1.26213	1.70113	OK
CUFF.44	-	-	CUFF.44	-	-	chr1:9570134-9571591	-	-	0.480091	0.254894	0.695165	OK
CUFF.45	-	-	CUFF.45	-	-	chr1:9772211-9772425	-	-	43.2361	6.78392	12.779	OK
CUFF.53	-	-	CUFF.53	-	-	chr1:9932180-9934241	-	-	7.37224	6.50756	8.2373	OK
CUFF.54	-	-	CUFF.54	-	-	chr1:9710312-9738484	-	-	6.06277	5.66835	6.43378	OK
CUFF.50	-	-	CUFF.50	-	-	chr1:9788243-9888829	-	-	5.4052	4.58145	6.24458	OK
CUFF.51	-	-	CUFF.51	-	-	chr1:9792373-9792564	-	-	38.471	4.06556	9.54523	OK
CUFF.55	-	-	CUFF.55	-	-	chr1:9889514-9890838	-	-	2.95051	2.11649	3.51898	OK
CUFF.47	-	-	CUFF.47	-	-	chr1:9657496-9690280	-	-	2.00627	1.75087	2.2637	OK
CUFF.49	-	-	CUFF.49	-	-	chr1:9674966-9675592	-	-	0.853997	0.323596	1.24045	OK
CUFF.57	-	-	CUFF.57	-	-	chr1:10223742-10224866	-	-	0.434316	0.180223	0.660819	OK
CUFF.59	-	-	CUFF.59	-	-	chr1:10014890-10028256	-	-	40.3262	37.8552	42.8402	OK
CUFF.60	-	-	CUFF.60	-	-	chr1:9591149-9617226	-	-	70.9887	69.1803	73.8871	OK
CUFF.61	-	-	CUFF.61	-	-	chr1:10914807-10915124	-	-	8.2635	2.5561	5.85773	OK
CUFF.63	-	-	CUFF.63	-	-	chr1:11291228-11293451	-	-	4.05442	3.32607	4.57144	OK
CUFF.62	-	-	CUFF.62	-	-	chr1:11289925-11290085	-	-	38.4245	1.68809	6.11933	OK
CUFF.64	-	-	CUFF.64	-	-	chr1:11290283-11291158	-	-	1.97487	1.15755	2.50802	OK
CUFF.46	-	-	CUFF.46	-	-	chr1:8350067-9290132	-	-	2.24092	1.95366	2.53089	OK
CUFF.48	-	-	CUFF.48	-	-	chr1:8458516-8458721	-	-	16.7273	1.9763	5.59953	OK
CUFF.52	-	-	CUFF.52	-	-	chr1:8739933-8740423	-	-	1.69198	0.620116	2.06705	OK
CUFF.56	-	-	CUFF.56	-	-	chr1:8781781-8782301	-	-	8.73628	4.60979	7.92105	OK
CUFF.58	-	-	CUFF.58	-	-	chr1:8916105-8916956	-	-	1.12569	0.595097	1.58693	OK
CUFF.66	-	-	CUFF.66	-	-	chr1:10028328-10126929	-	-	11.468	10.8243	12.1108	OK
CUFF.67	-	-	CUFF.67	-	-	chr1:10049399-10049861	-	-	1.49192	0.438466	1.97309	OK
CUFF.68	-	-	CUFF.68	-	-	chr1:10050213-10052636	-	-	1.57325	1.22618	1.90894	OK
CUFF.69	-	-	CUFF.69	-	-	chr1:10053127-10054155	-	-	1.77518	1.08379	2.29896	OK
CUFF.70	-	-	CUFF.70	-	-	chr1:10057887-10059395	-	-	1.43577	0.985094	1.83586	OK
CUFF.71	-	-	CUFF.71	-	-	chr1:10059468-10060998	-	-	2.0174	1.45639	2.51559	OK
CUFF.72	-	-	CUFF.72	-	-	chr1:10061126-10064497	-	-	2.03856	1.6926	2.36363	OK
CUFF.65	-	-	CUFF.65	-	-	chr1:10983412-11289557	-	-	3.29174	2.94864	3.64377	OK
CUFF.80	-	-	CUFF.80	-	-	chr1:13606735-13608621	-	-	0.617536	0.393829	0.82346	OK
CUFF.81	-	-	CUFF.81	-	-	chr1:13554791-13579986	-	-	14.8777	13.8418	15.9231	OK
