6.058e-11,0.31113,0.064526,4.5442e-16,7.0971e-21,1.7793e-08,4.9974e-07,0.0010581,3.2594e-55,1.109e-41,1.9598e-13,2.596e-09,0.003081,6.0393e-32,0.098853,0.062592,0.10783
4.1962e-19,0.18831,2.2045e-07,2.7338e-08,3.6645e-22,4.0124e-50,1.5243e-38,2.3953e-08,0.14571,9.2462e-23,0.0006553,1.9327e-05,0.2192,0.2101,0.063128,0.080434,0.079633
2.2574e-09,9.5627e-14,1.2523e-10,0.27776,3.8091e-15,4.0469e-14,2.4585e-37,6.2643e-05,1.4059e-16,0.096752,0.21079,1.9826e-13,0.0012887,2.4727e-15,0.0042891,0.0001483,0.052397
6.158e-22,1.0229e-08,2.5591e-12,4.072e-27,3.1925e-23,3.7642e-15,2.2726e-07,0.012972,1.0316e-05,2.3245e-28,0.46324,0.28731,0.010324,5.0488e-05,0.0015845,0.015448,0.00069388
1.5006e-11,0.059142,2.6311e-07,5.3759e-16,0.28061,0.5313,4.0114e-20,9.2752e-07,1.4325e-38,1.5506e-10,0.00034902,1.1852e-15,2.3015e-05,0.051875,1.4411e-05,0.00081299,1.1983e-05
2.2541e-19,3.5717e-07,1.7996e-15,1.5005e-11,6.409e-15,7.803e-09,6.4272e-29,1.2297e-16,2.3077e-55,1.1092e-07,0.018354,2.6365e-07,0.00015648,0.0037926,0.35763,0.39674,0.38183
0.33011,0.33458,1.74e-10,2.592e-10,2.5914e-12,1.7212e-07,3.2171e-13,1.9493e-19,9.0339e-11,0.20013,0.012185,0.029011,0.070542,2.7235e-12,0.0050246,0.001041,7.7411e-16
6.79e-07,7.6736e-06,1.3562e-18,2.4068e-13,6.7529e-15,7.0282e-30,0.51174,0.42164,1.9665e-15,8.377e-08,0.072229,0.10052,5.1401e-05,0.00055872,4.0168e-06,0.012153,0.010235
1.9455e-10,1.1909e-20,0.27675,1.139e-07,2.0609e-24,1.6575e-14,3.8393e-16,7.1483e-23,0.10722,1.0319e-27,0.11435,2.2632e-11,0.2157,0.00017545,2.6826e-06,0.00069052,0.035604
2.3968e-15,1.7596e-15,4.4508e-10,1.356e-59,0.56229,6.0248e-83,6.8198e-67,9.6718e-23,2.3172e-13,2.3497e-73,3.3007e-05,1.7145e-06,8.1111e-70,1.1287e-07,0.0069295,0.00012952,2.6882e-12
6.1152e-10,2.5311e-10,0.59149,0.59815,2.0318e-12,5.8855e-51,5.0568e-15,4.4506e-23,4.5135e-24,2.8463e-22,1.4338e-15,3.915e-46,1.2472e-21,1.2551e-25,0.018331,0.0010147,0.0014466
0.16806,0.10683,4.5544e-10,8.6578e-27,1.4505e-21,5.257e-21,1.4703e-23,4.6354e-23,0.17418,0.0072521,1.5095e-07,5.1282e-32,2.2216e-11,2.776e-07,0.1326,0.083582,0.10858
0.07918,8.095e-13,3.6879e-20,4.3951e-23,4.8771e-12,0.23773,0.062265,1.6481e-11,0.058019,9.7686e-17,1.5822e-05,0.085984,2.941e-10,8.9665e-10,4.7699e-05,0.00013809,0.00026023
6.8885e-09,1.0923e-05,7.6811e-11,0.12409,7.6502e-11,2.2638e-26,0.084572,0.00034018,1.7475e-13,7.1411e-20,0.00013776,0.073254,0.00088364,0.22587,5.1066e-10,0.0013305,3.9997e-13
8.3494e-13,1.2042e-07,1.4673e-17,3.4868e-47,1.647e-29,3.8608e-23,1.0462e-23,0.0011194,0.24733,0.39966,4.6744e-05,4.8545e-09,0.0070085,0.11037,0.069285,0.039615,0.10321
5.2601e-08,9.1117e-13,1.8866e-06,2.7233e-21,2.2344e-10,8.8597e-24,9.1479e-09,1.7832e-21,2.6967e-06,0.11636,0.1031,0.27078,0.177,0.18988,0.069978,0.018209,0.0066688
7.7349e-45,1.5981e-13,4.9724e-10,1.4977e-13,0.15398,0.23097,1.7725e-08,0.14036,1.1826e-20,4.1838e-14,9.6856e-05,3.5579e-13,0.16604,1.9113e-05,0.093777,0.095524,0.105
2.3744e-07,9.918e-22,1.3764e-06,1.5952e-12,0.0030617,3.69e-25,4.6438e-20,0.24519,0.26749,0.10069,0.0041934,0.15312,1.1774e-08,2.276e-12,0.030031,0.066988,8.4015e-06
0.42265,1.2403e-22,5.0722e-20,2.351e-29,7.9014e-11,3.4386e-39,6.8511e-09,0.10435,3.7634e-14,4.7192e-08,1.4392e-11,1.0041e-30,0.12866,0.20729,0.0018435,0.059955,0.006603
9.3668e-10,1.3148e-09,0.067239,1.371e-08,5.5271e-05,2.6324e-15,0.34143,0.072907,4.753e-05,0.079155,0.00021481,1.1506e-07,3.8679e-05,1.4774e-05,0.046655,0.063455,5.7905e-09
1.7996e-193,2.8636e-41,1.1594e-59,8.6155e-81,1.1028e-80,3.5223e-20,4.0213e-09,3.3665e-49,8.553e-13,4.4822e-61,2.3011e-119,1.2221e-86,5.3369e-28,1.1991e-20,4.7551e-21,1.5381e-11,2.1242e-07
